field_name,source_surface,resource,grain,family,player_status,player_reason,fixture_status,fixture_reason,team_club_status,team_club_reason,relationship_contract,identity_route,temporal_route
resources.stats.headers.content-type,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.headers.date,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.headers.permissions-policy,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.headers.referrer-policy,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.headers.set-cookie,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.headers.strict-transport-security,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.headers.transfer-encoding,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.headers.vary,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.headers.via,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.headers.x-amz-cf-id,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.headers.x-amz-cf-pop,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.headers.x-cache,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.headers.x-cache-server,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.headers.x-cache-status,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.headers.x-content-type-options,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.headers.x-frame-options,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.headers.x-pulse-sdp-endpoint,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.headers.x-ratelimit-limit,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.headers.x-ratelimit-remaining,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.headers.x-ratelimit-reset,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.headers.x-request-id,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].side,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.accurateBackZonePass,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.accurateChippedPass,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.accurateCornersIntobox,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.accurateCross,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.accurateCrossNocorner,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.accurateFlickOn,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.accurateFreekickCross,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.accurateFwdZonePass,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.accurateGoalKicks,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.accurateKeeperSweeper,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.accurateKeeperThrows,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.accurateLaunches,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.accurateLayoffs,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.accurateLongBalls,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.accuratePass,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.accuratePullBack,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.accurateThroughBall,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.accurateThrows,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.aerialLost,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.aerialWon,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attAssistOpenplay,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attAssistSetplay,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attBxCentre,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attBxLeft,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attBxRight,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attCmissHigh,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attCmissHighRight,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attCmissLeft,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attCmissRight,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attCorner,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attFreekickGoal,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attFreekickMiss,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attFreekickTarget,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attFreekickTotal,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attGoalLowCentre,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attGoalLowLeft,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attGoalLowRight,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attHdMiss,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attHdTarget,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attHdTotal,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attIboxBlocked,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attIboxGoal,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attIboxMiss,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attIboxTarget,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attLfGoal,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attLfTarget,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attLfTotal,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attMissHigh,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attMissHighLeft,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attMissHighRight,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attMissLeft,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attMissRight,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attOboxBlocked,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attOboxGoal,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attOboxMiss,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attOboxTarget,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attObxCentre,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attObxLeft,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attObxdLeft,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attOneOnOne,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attOpenplay,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attPenGoal,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attRfGoal,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attRfTarget,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attRfTotal,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attSetpiece,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attSvHighCentre,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attSvHighLeft,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attSvHighRight,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attSvLowCentre,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attSvLowLeft,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attSvLowRight,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attemptedTackleFoul,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attemptsConcededIbox,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attemptsConcededObox,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attemptsIbox,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.attemptsObox,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.backwardPass,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.ballRecovery,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.bigChanceCreated,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.bigChanceMissed,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.bigChanceScored,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.blockedCross,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.blockedPass,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.blockedScoringAtt,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.challengeLost,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.cleanSheet,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.cornerTaken,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.crosses18yard,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.crosses18yardplus,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.dispossessed,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.divingSave,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.duelLost,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.duelWon,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.effectiveBlockedCross,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.effectiveClearance,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.effectiveHeadClearance,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.errorLeadToShot,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.fastestPlayer,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.fastestPlayer.playerId,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.finalThirdEntries,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.fkFoulLost,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.fkFoulWon,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.forwardGoals,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.fouledFinalThird,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.freekickCross,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.freekickTotal,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.fwdPass,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.goalKicks,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.goals,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.goalsConceded,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.goalsConcededIbox,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.goalsOpenplay,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.goodHighClaim,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.headClearance,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.interception,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.interceptionWon,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.interceptionsInBox,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.keeperThrows,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.leftsidePass,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.longPassOwnToOpp,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.longPassOwnToOppSuccess,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.lostCorners,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.midfielderGoals,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.offtargetAttAssist,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.ontargetAttAssist,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.ontargetScoringAtt,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.openPlayPass,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.outfielderBlock,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.overrun,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.passesLeft,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.passesRight,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.stats.payload[].stats.penAreaEntries,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
